finding_id,application_id,application_name,environment,cve,component_ref,cvss,epss,internet_exposed,runtime_reachable,business_criticality,concert_like_risk_score,suggested_priority,status,scanner
FND-000414,APP-0011,Notification Service,preproduction,CVE-2022-22965,pkg:pypi/django@9.8.2?instance=49,8.6,0.4389,False,False,High,7.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000415,APP-0011,Notification Service,preproduction,CVE-2024-21626,pkg:pypi/pyyaml@1.11.0?instance=23,8.4,0.202,False,False,High,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000416,APP-0011,Notification Service,preproduction,CVE-2024-3094,pkg:pypi/numpy@1.1.5?instance=47,8.9,0.378,False,True,High,10,P1,Open,SyntheticScanner
FND-000417,APP-0011,Notification Service,preproduction,CVE-2021-44228,pkg:pypi/cryptography@5.1.2?instance=9,6.3,0.0917,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000418,APP-0011,Notification Service,preproduction,CVE-2025-24813,pkg:pypi/pyyaml@2.12.0?instance=41,5.4,0.1429,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000419,APP-0011,Notification Service,preproduction,CVE-2021-44228,pkg:pypi/jinja2@8.3.6?instance=7,9.7,0.5324,False,True,High,10,P1,Open,SyntheticScanner
FND-000420,APP-0011,Notification Service,preproduction,CVE-2026-21401,pkg:pypi/requests@1.17.4?instance=19,9.8,0.1187,False,True,High,10,P1,Open,SyntheticScanner
FND-000421,APP-0012,Tarification,production,CVE-2025-32463,pkg:npm/minimist@1.6.9?instance=28,8.7,0.6172,False,True,Medium,10,P1,Open,SyntheticScanner
FND-000422,APP-0012,Tarification,production,CVE-2023-38545,pkg:npm/jsonwebtoken@1.11.1?instance=24,5.0,0.0736,False,True,Medium,4.6,P3,Open,SyntheticScanner
FND-000423,APP-0012,Tarification,production,CVE-2025-29927,pkg:npm/lodash@2.10.8?instance=62,7.0,0.6778,False,True,Medium,8.8,P1,Open,SyntheticScanner
FND-000424,APP-0012,Tarification,production,CVE-2023-38545,pkg:npm/minimist@6.7.11?instance=15,7.4,0.0637,False,True,Medium,6.7,P2,Open,SyntheticScanner
FND-000425,APP-0012,Tarification,production,CVE-2024-3094,pkg:npm/webpack@3.0.1?instance=66,8.1,0.0042,False,True,Medium,7.1,P2,Open,SyntheticScanner
FND-000426,APP-0012,Tarification,production,CVE-2024-21626,pkg:npm/lodash@5.18.4?instance=19,6.6,0.0459,False,True,Medium,6.0,P2,Open,SyntheticScanner
FND-000427,APP-0012,Tarification,production,CVE-2022-22965,pkg:npm/react@8.5.4?instance=68,6.9,0.6301,False,True,Medium,8.5,P1,Open,SyntheticScanner
FND-000428,APP-0012,Tarification,production,CVE-2025-32463,pkg:npm/jsonwebtoken@9.2.3?instance=53,8.2,0.1271,False,True,Medium,7.8,P1,Open,SyntheticScanner
FND-000429,APP-0012,Tarification,production,CVE-2025-32463,pkg:npm/minimist@5.5.4?instance=21,8.1,0.0451,False,False,Medium,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000430,APP-0012,Tarification,production,CVE-2023-38545,pkg:npm/moment@8.8.3?instance=51,9.3,0.0628,False,True,Medium,8.5,P1,Open,SyntheticScanner
FND-000431,APP-0012,Tarification,production,CVE-2025-32463,pkg:npm/jsonwebtoken@8.13.8?instance=27,7.4,0.7083,False,False,Medium,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000432,APP-0012,Tarification,production,CVE-2023-38545,pkg:npm/axios@7.13.10?instance=67,7.0,0.8741,False,True,Medium,9.6,P1,Open,SyntheticScanner
FND-000433,APP-0012,Tarification,production,CVE-2022-22965,pkg:npm/express@1.16.5?instance=69,8.1,0.2327,False,False,Medium,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000434,APP-0012,Tarification,production,CVE-2025-32463,pkg:npm/express@5.9.10?instance=44,5.7,0.1856,False,False,Medium,3.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000435,APP-0012,Tarification,production,CVE-2022-22965,pkg:npm/react@8.10.10?instance=16,9.0,0.2154,False,True,Medium,9.0,P1,Open,SyntheticScanner
FND-000436,APP-0012,Tarification,production,CVE-2023-44487,pkg:npm/jsonwebtoken@1.18.4?instance=38,7.1,0.0055,False,True,Medium,6.2,P2,Open,SyntheticScanner
FND-000437,APP-0012,Tarification,production,CVE-2024-3094,pkg:npm/lodash@1.5.12?instance=59,6.2,0.6771,False,True,Medium,7.8,P1,Open,SyntheticScanner
FND-000438,APP-0012,Tarification,production,CVE-2021-44228,pkg:npm/react@1.3.8?instance=57,9.9,0.6861,False,True,Medium,10,P1,Open,SyntheticScanner
FND-000439,APP-0012,Tarification,production,CVE-2021-44228,pkg:npm/moment@6.19.4?instance=1,4.6,0.3588,False,True,Medium,5.0,P2,Open,SyntheticScanner
FND-000440,APP-0012,Tarification,preproduction,CVE-2024-21626,pkg:npm/lodash@5.13.9?instance=65,5.8,0.136,False,False,Medium,3.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000441,APP-0012,Tarification,preproduction,CVE-2024-3094,pkg:npm/jsonwebtoken@2.12.2?instance=47,5.0,0.3418,False,False,Medium,3.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000442,APP-0012,Tarification,preproduction,CVE-2021-44228,pkg:npm/express@3.14.12?instance=31,4.5,0.0996,False,True,Medium,4.2,P3,Open,SyntheticScanner
FND-000443,APP-0012,Tarification,preproduction,CVE-2023-44487,pkg:npm/lodash@5.13.9?instance=65,4.9,0.6355,False,False,Medium,4.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000444,APP-0012,Tarification,preproduction,CVE-2025-29927,pkg:npm/jsonwebtoken@3.9.2?instance=43,8.9,0.3018,False,False,Medium,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000445,APP-0012,Tarification,preproduction,CVE-2026-21401,pkg:npm/lodash@5.0.3?instance=70,4.1,0.5585,False,True,Medium,4.9,P3,Open,SyntheticScanner
FND-000446,APP-0012,Tarification,preproduction,CVE-2024-21626,pkg:npm/moment@1.12.7?instance=68,9.1,0.5993,False,True,Medium,10,P1,Open,SyntheticScanner
FND-000447,APP-0012,Tarification,preproduction,CVE-2023-44487,pkg:npm/react@3.4.3?instance=3,4.1,0.5555,False,True,Medium,4.9,P3,Open,SyntheticScanner
FND-000448,APP-0012,Tarification,preproduction,CVE-2024-3094,pkg:npm/axios@7.8.5?instance=18,8.5,0.0846,False,True,Medium,7.9,P1,Open,SyntheticScanner
FND-000449,APP-0012,Tarification,preproduction,CVE-2025-32463,pkg:npm/moment@9.19.9?instance=60,8.8,0.0472,False,True,Medium,7.9,P1,Open,SyntheticScanner
FND-000450,APP-0012,Tarification,preproduction,CVE-2022-22965,pkg:npm/jsonwebtoken@3.10.12?instance=72,5.9,0.2334,False,False,Medium,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000451,APP-0012,Tarification,preproduction,CVE-2022-22965,pkg:npm/react@2.6.4?instance=55,7.2,0.231,False,True,Medium,7.2,P2,Open,SyntheticScanner
FND-000452,APP-0012,Tarification,preproduction,CVE-2026-21401,pkg:npm/jsonwebtoken@2.15.8?instance=52,4.9,0.406,False,True,Medium,5.4,P2,Open,SyntheticScanner
FND-000453,APP-0012,Tarification,preproduction,CVE-2022-22965,pkg:npm/lodash@5.13.9?instance=65,8.1,0.1587,False,False,Medium,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000454,APP-0013,Fraude Temps Reel,production,CVE-2023-38545,pkg:pypi/requests@6.8.9?instance=45,8.7,0.0138,False,False,Critical,6.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000455,APP-0013,Fraude Temps Reel,production,CVE-2024-3094,pkg:pypi/flask@2.9.1?instance=36,7.4,0.37,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000456,APP-0013,Fraude Temps Reel,production,CVE-2025-32463,pkg:pypi/jinja2@2.10.10?instance=19,8.6,0.0527,False,False,Critical,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000457,APP-0013,Fraude Temps Reel,production,CVE-2024-21626,pkg:pypi/numpy@3.15.0?instance=58,6.4,0.0256,False,True,Critical,7.1,P2,Open,SyntheticScanner
FND-000458,APP-0013,Fraude Temps Reel,production,CVE-2024-3094,pkg:pypi/requests@4.0.11?instance=56,8.0,0.4511,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000459,APP-0013,Fraude Temps Reel,production,CVE-2024-3094,pkg:pypi/django@2.11.2?instance=53,8.2,0.2058,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000460,APP-0013,Fraude Temps Reel,production,CVE-2023-44487,pkg:pypi/django@2.3.9?instance=24,8.5,0.3951,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000461,APP-0013,Fraude Temps Reel,production,CVE-2025-24813,pkg:pypi/django@9.12.2?instance=18,4.8,0.647,False,True,Critical,7.5,P1,Open,SyntheticScanner
FND-000462,APP-0013,Fraude Temps Reel,production,CVE-2025-32463,pkg:pypi/pyyaml@3.1.9?instance=30,8.7,0.3781,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000463,APP-0013,Fraude Temps Reel,production,CVE-2023-38545,pkg:pypi/cryptography@7.5.2?instance=16,5.8,0.0066,True,True,Critical,8.2,P1,Open,SyntheticScanner
FND-000464,APP-0013,Fraude Temps Reel,production,CVE-2025-29927,pkg:pypi/jinja2@2.10.10?instance=19,6.0,0.0532,True,True,Critical,8.7,P1,Open,SyntheticScanner
FND-000465,APP-0013,Fraude Temps Reel,production,CVE-2026-21401,pkg:pypi/cryptography@6.6.8?instance=41,4.8,0.1321,False,True,Critical,5.7,P2,Open,SyntheticScanner
FND-000466,APP-0013,Fraude Temps Reel,production,CVE-2025-24813,pkg:pypi/numpy@1.14.7?instance=5,5.8,0.1196,False,False,Critical,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000467,APP-0013,Fraude Temps Reel,production,CVE-2024-21626,pkg:pypi/pyyaml@1.9.5?instance=7,7.7,0.0957,False,True,Critical,9.0,P1,Open,SyntheticScanner
FND-000468,APP-0013,Fraude Temps Reel,production,CVE-2025-29927,pkg:pypi/requests@2.20.1?instance=17,5.4,0.0807,False,False,Critical,4.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000469,APP-0013,Fraude Temps Reel,production,CVE-2024-3094,pkg:pypi/requests@4.0.11?instance=56,5.3,0.447,True,True,Critical,9.6,P1,Open,SyntheticScanner
FND-000470,APP-0013,Fraude Temps Reel,production,CVE-2025-24813,pkg:pypi/pyyaml@4.16.10?instance=34,4.6,0.0927,False,True,Critical,5.3,P2,Open,SyntheticScanner
FND-000471,APP-0013,Fraude Temps Reel,production,CVE-2022-22965,pkg:pypi/flask@2.9.1?instance=36,7.6,0.5281,False,False,Critical,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000472,APP-0013,Fraude Temps Reel,production,CVE-2025-32463,pkg:pypi/pyyaml@9.7.2?instance=0,8.6,0.2871,False,False,Critical,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000473,APP-0013,Fraude Temps Reel,preproduction,CVE-2023-38545,pkg:pypi/flask@2.14.10?instance=55,7.5,0.2191,False,False,Critical,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000474,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-29927,pkg:pypi/urllib3@2.14.6?instance=23,6.7,0.3004,False,False,Critical,5.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000475,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-32463,pkg:pypi/cryptography@1.12.4?instance=38,9.4,0.2589,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000476,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-29927,pkg:pypi/requests@1.17.8?instance=8,9.6,0.0473,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000477,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-21626,pkg:pypi/requests@3.20.12?instance=39,5.3,0.4256,False,True,Critical,7.4,P2,Open,SyntheticScanner
FND-000478,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-21626,pkg:pypi/urllib3@5.4.7?instance=51,7.4,0.0506,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000479,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-24813,pkg:pypi/cryptography@3.11.2?instance=21,7.6,0.5721,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000480,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-32463,pkg:pypi/jinja2@5.17.2?instance=10,5.1,0.2753,False,True,Critical,6.6,P2,Open,SyntheticScanner
FND-000481,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-3094,pkg:pypi/cryptography@1.12.4?instance=38,7.3,0.2692,False,False,Critical,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000482,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-29927,pkg:pypi/cryptography@3.19.12?instance=11,9.7,0.2564,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000483,APP-0013,Fraude Temps Reel,preproduction,CVE-2023-38545,pkg:pypi/cryptography@1.12.4?instance=38,7.4,0.1064,False,True,Critical,8.7,P1,Open,SyntheticScanner
FND-000484,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-24813,pkg:pypi/numpy@2.0.2?instance=16,7.4,0.3071,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000485,APP-0013,Fraude Temps Reel,preproduction,CVE-2023-38545,pkg:pypi/requests@8.5.3?instance=49,5.7,0.2561,True,True,Critical,9.3,P1,Open,SyntheticScanner
FND-000486,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-24813,pkg:pypi/django@4.15.12?instance=26,9.2,0.183,False,False,Critical,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000487,APP-0013,Fraude Temps Reel,preproduction,CVE-2025-32463,pkg:pypi/jinja2@7.20.12?instance=53,5.0,0.0677,True,True,Critical,7.3,P2,Open,SyntheticScanner
FND-000488,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-3094,pkg:pypi/numpy@3.20.10?instance=50,6.0,0.4742,True,True,Critical,10,P1,Open,SyntheticScanner
FND-000489,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-21626,pkg:pypi/urllib3@2.14.6?instance=23,7.8,0.0184,False,False,Critical,5.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000490,APP-0013,Fraude Temps Reel,preproduction,CVE-2024-3094,pkg:pypi/requests@1.1.7?instance=20,8.2,0.5432,False,False,Critical,8.1,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000491,APP-0014,Referentiel Client,production,CVE-2022-22965,pkg:pypi/cryptography@6.0.4?instance=1,5.4,0.0949,False,True,High,5.6,P2,Open,SyntheticScanner
FND-000492,APP-0014,Referentiel Client,production,CVE-2023-44487,pkg:pypi/flask@7.14.12?instance=22,4.5,0.4186,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000493,APP-0014,Referentiel Client,production,CVE-2023-38545,pkg:pypi/flask@3.20.0?instance=47,6.2,0.0527,False,False,High,4.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000494,APP-0014,Referentiel Client,production,CVE-2024-21626,pkg:pypi/urllib3@7.7.4?instance=52,9.4,0.2467,False,True,High,10,P1,Open,SyntheticScanner
FND-000495,APP-0014,Referentiel Client,production,CVE-2023-44487,pkg:pypi/pyyaml@6.10.6?instance=45,6.6,0.1928,False,False,High,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000496,APP-0014,Referentiel Client,production,CVE-2025-29927,pkg:pypi/urllib3@3.17.9?instance=29,8.9,0.0555,False,True,High,9.0,P1,Open,SyntheticScanner
FND-000497,APP-0014,Referentiel Client,production,CVE-2023-44487,pkg:pypi/requests@4.5.0?instance=55,4.1,0.0714,False,True,High,4.2,P3,Open,SyntheticScanner
FND-000498,APP-0014,Referentiel Client,production,CVE-2024-3094,pkg:pypi/urllib3@7.7.4?instance=52,8.2,0.293,False,True,High,9.6,P1,Open,SyntheticScanner
FND-000499,APP-0014,Referentiel Client,production,CVE-2024-3094,pkg:pypi/numpy@9.19.8?instance=9,8.6,0.2013,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000500,APP-0014,Referentiel Client,production,CVE-2024-21626,pkg:pypi/cryptography@6.0.4?instance=1,7.2,0.3236,False,True,High,8.5,P1,Open,SyntheticScanner
FND-000501,APP-0014,Referentiel Client,production,CVE-2024-21626,pkg:pypi/flask@4.15.7?instance=8,8.7,0.7725,False,True,High,10,P1,Open,SyntheticScanner
FND-000502,APP-0014,Referentiel Client,production,CVE-2025-24813,pkg:pypi/cryptography@6.0.4?instance=1,6.1,0.5242,False,True,High,8.0,P1,Open,SyntheticScanner
FND-000503,APP-0014,Referentiel Client,production,CVE-2025-32463,pkg:pypi/cryptography@4.14.11?instance=48,6.2,0.5533,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000504,APP-0014,Referentiel Client,production,CVE-2024-21626,pkg:pypi/pyyaml@2.14.7?instance=0,8.9,0.3194,False,True,High,10,P1,Open,SyntheticScanner
FND-000505,APP-0014,Referentiel Client,production,CVE-2023-44487,pkg:pypi/urllib3@2.14.9?instance=16,5.0,0.3902,False,True,High,6.1,P2,Open,SyntheticScanner
FND-000506,APP-0014,Referentiel Client,production,CVE-2022-22965,pkg:pypi/flask@3.3.11?instance=49,4.9,0.1724,False,False,High,3.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000507,APP-0014,Referentiel Client,production,CVE-2021-44228,pkg:pypi/cryptography@4.14.11?instance=48,7.7,0.1364,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000508,APP-0014,Referentiel Client,production,CVE-2022-22965,pkg:pypi/flask@3.3.11?instance=49,6.2,0.0951,False,True,High,6.5,P2,Open,SyntheticScanner
FND-000509,APP-0014,Referentiel Client,production,CVE-2021-44228,pkg:pypi/urllib3@3.17.9?instance=29,6.9,0.1682,False,True,High,7.5,P1,Open,SyntheticScanner
FND-000510,APP-0014,Referentiel Client,production,CVE-2026-21401,pkg:pypi/requests@4.5.0?instance=55,7.9,0.8012,False,True,High,10,P1,Open,SyntheticScanner
FND-000511,APP-0014,Referentiel Client,production,CVE-2021-44228,pkg:pypi/pyyaml@2.14.7?instance=0,9.1,0.4757,False,True,High,10,P1,Open,SyntheticScanner
FND-000512,APP-0014,Referentiel Client,production,CVE-2021-44228,pkg:pypi/flask@1.13.2?instance=51,6.3,0.5454,False,True,High,8.4,P1,Open,SyntheticScanner
FND-000513,APP-0014,Referentiel Client,production,CVE-2024-3094,pkg:pypi/numpy@9.19.8?instance=9,8.1,0.401,False,True,High,10,P1,Open,SyntheticScanner
FND-000514,APP-0014,Referentiel Client,production,CVE-2025-29927,pkg:pypi/pyyaml@6.10.6?instance=45,7.6,0.1265,False,True,High,8.1,P1,Open,SyntheticScanner
FND-000515,APP-0014,Referentiel Client,production,CVE-2026-21401,pkg:pypi/urllib3@7.0.4?instance=24,6.3,0.3206,False,True,High,7.5,P1,Open,SyntheticScanner
FND-000516,APP-0014,Referentiel Client,production,CVE-2025-32463,pkg:pypi/urllib3@7.0.4?instance=24,6.9,0.3651,False,True,High,8.4,P1,Open,SyntheticScanner
FND-000517,APP-0014,Referentiel Client,production,CVE-2025-32463,pkg:pypi/pyyaml@9.3.8?instance=28,9.0,0.1352,False,True,High,9.6,P1,Open,SyntheticScanner
FND-000518,APP-0014,Referentiel Client,preproduction,CVE-2024-21626,pkg:pypi/django@3.9.0?instance=2,8.5,0.0341,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000519,APP-0014,Referentiel Client,preproduction,CVE-2023-38545,pkg:pypi/urllib3@6.11.1?instance=20,7.2,0.006,False,False,High,4.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000520,APP-0014,Referentiel Client,preproduction,CVE-2026-21401,pkg:pypi/numpy@7.13.8?instance=34,9.5,0.3602,False,False,High,7.7,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000521,APP-0014,Referentiel Client,preproduction,CVE-2025-24813,pkg:pypi/cryptography@4.0.5?instance=13,6.5,0.4278,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000522,APP-0014,Referentiel Client,preproduction,CVE-2025-32463,pkg:pypi/requests@3.1.3?instance=1,6.8,0.3443,False,True,High,8.2,P1,Open,SyntheticScanner
FND-000523,APP-0014,Referentiel Client,preproduction,CVE-2025-29927,pkg:pypi/numpy@2.8.3?instance=9,8.7,0.0066,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000524,APP-0014,Referentiel Client,preproduction,CVE-2023-44487,pkg:pypi/django@7.0.11?instance=22,5.3,0.8203,False,False,High,5.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000525,APP-0014,Referentiel Client,preproduction,CVE-2022-22965,pkg:pypi/pyyaml@8.3.7?instance=0,6.2,0.0683,False,False,High,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000526,APP-0014,Referentiel Client,preproduction,CVE-2022-22965,pkg:pypi/jinja2@6.9.11?instance=42,6.1,0.0083,False,True,High,6.0,P2,Open,SyntheticScanner
FND-000527,APP-0014,Referentiel Client,preproduction,CVE-2026-21401,pkg:pypi/django@1.3.11?instance=4,6.7,0.3943,False,True,High,8.2,P1,Open,SyntheticScanner
FND-000528,APP-0014,Referentiel Client,preproduction,CVE-2022-22965,pkg:pypi/cryptography@4.0.5?instance=13,9.4,0.2541,False,False,High,7.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000529,APP-0014,Referentiel Client,preproduction,CVE-2023-38545,pkg:pypi/requests@8.15.9?instance=19,6.6,0.0861,False,False,High,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000530,APP-0014,Referentiel Client,preproduction,CVE-2024-3094,pkg:pypi/flask@9.13.3?instance=8,8.0,0.2935,False,True,High,9.3,P1,Open,SyntheticScanner
FND-000531,APP-0014,Referentiel Client,preproduction,CVE-2025-29927,pkg:pypi/numpy@7.13.8?instance=34,5.4,0.1415,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000532,APP-0014,Referentiel Client,preproduction,CVE-2024-21626,pkg:pypi/requests@3.1.3?instance=1,9.4,0.1356,False,False,High,6.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000533,APP-0015,Comptabilite,production,CVE-2024-21626,pkg:pypi/pyyaml@2.6.2?instance=12,9.2,0.032,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000534,APP-0015,Comptabilite,production,CVE-2023-44487,pkg:pypi/cryptography@6.6.9?instance=32,9.8,0.7306,False,False,Critical,10,P1,Accepted - dead/unreachable code,SyntheticScanner
